experiment,backbone,condition,condition_title,task_type,metric,level_id,level_label,level_position,level_marker,level_fillstyle,is_baseline,outcome_family,outcome_color,point,lo,hi,n_outcomes,n_seeds,n_architectures,member_outcomes,outcome,outcome_label,outcome_linestyle,level_delta,is_best,is_worst
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Vitals,#332288,0.6958178481418821,0.649960090214496,0.7428971888593723,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.003378052653062902,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Hospital outcomes,#0077BB,0.8856203258479036,0.8053465525183565,0.9584896019974385,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.0020460740505194863,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Vitals,#332288,0.4650646273868861,0.3763622221271703,0.5366424647947889,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.0038514611174318425,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Biomarkers,#EE7733,0.4378574493069022,0.3007384777554817,0.5533555190206136,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.011132080542150646,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Hematology,#AA4499,0.7072867347345234,0.7045881267962875,0.7099853426727594,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.012111795854423568,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|none|unfused,Ventiles · population,1.0,s,full,False,Electrolytes,#009988,0.4427863649375636,0.4269788873940202,0.4573804148745581,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.010501284904927355,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Organ support,#CC3311,0.9579982580581166,0.9076246907171829,0.9851157871354359,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.0014034367556609029,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Laboratory,#009988,0.7711486442352036,0.6849944711568327,0.9531304284481503,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.012698192059219071,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Vitals,#332288,0.693810213803239,0.6477915042758374,0.7402950290208359,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.003378052653062902,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Hospital outcomes,#0077BB,0.8852609875019516,0.8039285626932952,0.9606601656920919,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.0020460740505194863,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Vitals,#332288,0.46581933330334574,0.37919590975403766,0.5337741382418189,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.0038514611174318425,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Biomarkers,#EE7733,0.42995099310102924,0.28532603664324974,0.5488162264583223,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.011132080542150646,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Hematology,#AA4499,0.7043999745050602,0.7016334652729528,0.7071664837371677,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.012111795854423568,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,ventiles|5-10-5|unfused,Ventiles · 5-10-5 reference,2.0,^,full,False,Electrolytes,#009988,0.44422523566910443,0.4222320461705118,0.46648565113532925,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.010501284904927355,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Organ support,#CC3311,0.958774712399316,0.908807895839232,0.9871291883541415,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.0014034367556609029,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Laboratory,#009988,0.781773044632882,0.7023880409258638,0.9553380557330017,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.012698192059219071,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Vitals,#332288,0.6971882664563019,0.6511293563294,0.7454739917923401,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.003378052653062902,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Hospital outcomes,#0077BB,0.8860118548099445,0.804575478619676,0.9618725677941392,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.0020460740505194863,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Vitals,#332288,0.46654505728022005,0.3774023487454926,0.5348771090590305,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.0038514611174318425,True,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Biomarkers,#EE7733,0.4326531611169565,0.2861338667216029,0.5462353698211243,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.011132080542150646,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Hematology,#AA4499,0.7013604088671813,0.6986071549486494,0.7041136627857132,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.012111795854423568,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|none|unfused,Trentiles · population,3.0,D,full,False,Electrolytes,#009988,0.4398983183348728,0.41633568894357564,0.46363160667716286,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.010501284904927355,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Organ support,#CC3311,0.9583891518830082,0.9083448615864531,0.9890485964915232,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.0014034367556609029,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Laboratory,#009988,0.7771809432957464,0.6707035763539453,0.9527229446144191,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.012698192059219071,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Vitals,#332288,0.695331412783316,0.6503752006515578,0.7433988852078639,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.003378052653062902,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Hospital outcomes,#0077BB,0.883965780759425,0.8052479273654782,0.9565539180927798,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.0020460740505194863,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Vitals,#332288,0.4652723402516898,0.3782808330828213,0.5362426303324208,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.0038514611174318425,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Biomarkers,#EE7733,0.4353285263082438,0.2968435080781154,0.5472142376507547,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.011132080542150646,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Hematology,#AA4499,0.700703690011398,0.6978151799563777,0.7035922000664183,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.012111795854423568,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,trentiles|10-10-10|unfused,Trentiles · 10-10-10 reference,4.0,v,full,False,Electrolytes,#009988,0.43926631131764876,0.41574710849100394,0.4627116929584444,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.010501284904927355,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,centiles|none|unfused,Centiles · population,5.0,P,full,False,Organ support,#CC3311,0.9578716868815781,0.9086535993814068,0.9861407008763619,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.0014034367556609029,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,centiles|none|unfused,Centiles · population,5.0,P,full,False,Laboratory,#009988,0.7690748525736629,0.675790422676954,0.9383408841295993,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.012698192059219071,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,centiles|none|unfused,Centiles · population,5.0,P,full,False,Vitals,#332288,0.694593930468196,0.652292951774144,0.7407485757396525,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.003378052653062902,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,binary,roc_auc,centiles|none|unfused,Centiles · population,5.0,P,full,False,Hospital outcomes,#0077BB,0.8844753141975048,0.8043362362420889,0.9581269084344144,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.0020460740505194863,False,False
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,centiles|none|unfused,Centiles · population,5.0,P,full,False,Vitals,#332288,0.4626935961627882,0.37862501420945227,0.533133616927028,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.0038514611174318425,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,centiles|none|unfused,Centiles · population,5.0,P,full,False,Biomarkers,#EE7733,0.4279851944700446,0.27778421426801236,0.5406229981547196,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.011132080542150646,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,centiles|none|unfused,Centiles · population,5.0,P,full,False,Hematology,#AA4499,0.6951749388800998,0.6922359904273607,0.698113887332839,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.012111795854423568,False,True
exp1,llama_qwen_mean,granularity,Quantization granularity,regression,spearman_rho,centiles|none|unfused,Centiles · population,5.0,P,full,False,Electrolytes,#009988,0.4402610139013936,0.4222462980570676,0.45819246199555563,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.010501284904927355,False,False
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Organ support,#CC3311,0.957778420660865,0.9066378660410088,0.9865232292278446,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.002001814743246566,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Laboratory,#009988,0.7798535147522926,0.690094052455676,0.9478884737585314,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.011023490251196644,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Vitals,#332288,0.6944670656635606,0.6483132493839501,0.7432673142079586,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.032650921246371034,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Hospital outcomes,#0077BB,0.8841445993684023,0.8030572307125422,0.9582205416622374,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.004311295506639112,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Vitals,#332288,0.4648224195758573,0.3772873337278385,0.5339706080444893,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.11354479039406379,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Biomarkers,#EE7733,0.4391172750121953,0.2821737904712131,0.5600707255018897,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.024582398294970498,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Hematology,#AA4499,0.7049084315143559,0.7023151530986973,0.7075017099300146,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.09919064932185395,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|unfused,Unfused (baseline),0.0,o,full,True,Electrolytes,#009988,0.4497675962225761,0.42733314512347953,0.4717514559137648,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.06932636744863752,False,True
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|fused,Fused,1.0,s,full,False,Organ support,#CC3311,0.9597802354041116,0.9091105038598606,0.9866719142923335,4,3,2,imv_event|vasopressor_initiation|crrt_initiation|hemodialysis_initiation,Organ support,Organ support,solid,0.002001814743246566,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|fused,Fused,1.0,s,full,False,Laboratory,#009988,0.7908770050034892,0.6928965236622063,0.9599862082394737,6,3,2,hyperkalemia|severe_hypokalemia|profound_hyponatremia|severe_hypernatremia|hypoglycemia|severe_anemia,Laboratory,Laboratory,solid,0.011023490251196644,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|fused,Fused,1.0,s,full,False,Vitals,#332288,0.7271179869099317,0.6879796306051587,0.7553216737153166,3,3,2,tachycardia_hr130|severe_hypertension|hypotension,Vitals,Vitals,solid,0.032650921246371034,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,binary,roc_auc,deciles|none|fused,Fused,1.0,s,full,False,Hospital outcomes,#0077BB,0.8884558948750414,0.8075136852796789,0.9637556021005413,4,3,2,same_admission_death|long_length_of_stay|icu_admission|prolonged_icu_stay,Hospital outcomes,Hospital outcomes,solid,0.004311295506639112,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|fused,Fused,1.0,s,full,False,Vitals,#332288,0.5783672099699211,0.4216591544926445,0.6938125611389608,6,3,2,min_heart_rate|max_heart_rate|min_sbp|max_sbp|min_dbp|max_dbp,Vitals,Vitals,solid,0.11354479039406379,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|fused,Fused,1.0,s,full,False,Biomarkers,#EE7733,0.46369967330716577,0.31701864958234677,0.5779500167705055,8,3,2,min_creatinine|peak_creatinine|min_troponin|peak_troponin|min_glucose|max_glucose|min_bnp|peak_bnp,Biomarkers,Biomarkers,solid,0.024582398294970498,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|fused,Fused,1.0,s,full,False,Hematology,#AA4499,0.8040990808362098,0.8035400972511886,0.8046580644212311,2,3,2,min_hemoglobin|max_hemoglobin,Hematology,Hematology,solid,0.09919064932185395,True,False
exp1,llama_qwen_mean,fusion,Code-value fusion,regression,spearman_rho,deciles|none|fused,Fused,1.0,s,full,False,Electrolytes,#009988,0.5190939636712136,0.5017022012256356,0.5352112130536342,4,3,2,min_potassium|peak_potassium|min_sodium|max_sodium,Electrolytes,Electrolytes,solid,0.06932636744863752,True,False
