experiment,config_id,config_label,backbone,seed,task_type,outcome,outcome_label,metric,point,n_test,test_cohort_rows,quantizer,anchoring,fusion,representation,temporal,effective_logreg_C,effective_ridge_alpha,source_artifact,source_sha256
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,severe_hypertension,Severe hypertension,brier,0.0674323999660384,10580,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,severe_hypertension,Severe hypertension,ece_15,0.018147157904424345,10580,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,vasopressor_initiation,Vasopressor initiation,roc_auc,0.9141628935956725,82207,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,vasopressor_initiation,Vasopressor initiation,average_precision,0.2959267693778074,82207,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,vasopressor_initiation,Vasopressor initiation,brier,0.005897002875214441,82207,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,vasopressor_initiation,Vasopressor initiation,ece_15,0.0010972975616652344,82207,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hypotension,Hypotension,roc_auc,0.7527826497225554,5003,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hypotension,Hypotension,average_precision,0.6454198621457978,5003,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hypotension,Hypotension,brier,0.1913360221518328,5003,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hypotension,Hypotension,ece_15,0.03641027560822072,5003,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,crrt_initiation,Continuous renal replacement,roc_auc,0.9842773169627606,84947,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,crrt_initiation,Continuous renal replacement,average_precision,0.21164295724385687,84947,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,crrt_initiation,Continuous renal replacement,brier,0.0006059009569972967,84947,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,crrt_initiation,Continuous renal replacement,ece_15,0.0002561852116166029,84947,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hemodialysis_initiation,Hemodialysis initiation,roc_auc,0.9857414764250223,84866,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hemodialysis_initiation,Hemodialysis initiation,average_precision,0.2364236426149765,84866,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hemodialysis_initiation,Hemodialysis initiation,brier,0.0012378785828253702,84866,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,binary,hemodialysis_initiation,Hemodialysis initiation,ece_15,0.00040253319566373717,84866,85057,centiles,none,fused,discrete,time_tokens,0.01,,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/logistic_regression-preds-ml4h-exp1-24to48h-binary-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,c0f50efde217ead7e78a1ea90b7f2046cdfe7147cbb4c1ee88a83db80967c0ad
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_creatinine,Minimum creatinine,spearman_rho,0.5579532293823808,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_creatinine,Minimum creatinine,r2,0.5915975162185263,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_creatinine,Minimum creatinine,mae,0.5346747261818531,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_creatinine,Minimum creatinine,rmse,0.9401906619679301,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_creatinine,Peak creatinine,spearman_rho,0.5613280084426397,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_creatinine,Peak creatinine,r2,0.5944133724127807,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_creatinine,Peak creatinine,mae,0.5563030128383758,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_creatinine,Peak creatinine,rmse,0.973708498666577,60076,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_troponin,Minimum troponin,spearman_rho,0.43726424945715087,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_troponin,Minimum troponin,r2,0.1880939848732831,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_troponin,Minimum troponin,mae,0.7259717109380532,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_troponin,Minimum troponin,rmse,1.625214269366036,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_troponin,Peak troponin,spearman_rho,0.43675804504941573,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_troponin,Peak troponin,r2,0.1829397794219111,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_troponin,Peak troponin,mae,0.8158019460930519,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,peak_troponin,Peak troponin,rmse,1.7108133701458574,2628,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_hemoglobin,Minimum hemoglobin,spearman_rho,0.7830877377940024,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_hemoglobin,Minimum hemoglobin,r2,0.5918597480780936,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_hemoglobin,Minimum hemoglobin,mae,1.0152350574032127,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,min_hemoglobin,Minimum hemoglobin,rmse,1.3247123272951142,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,max_hemoglobin,Maximum hemoglobin,spearman_rho,0.7829574762892653,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,max_hemoglobin,Maximum hemoglobin,r2,0.5918112301699816,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,max_hemoglobin,Maximum hemoglobin,mae,0.989867535240911,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,regression,max_hemoglobin,Maximum hemoglobin,rmse,1.2827821000497086,59675,85057,centiles,none,fused,discrete,time_tokens,,100.0,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/tokenized/mimiciv-3.1_meds_70-10-20/centiles_none_fused_time_tokens_first_24h-tokenized/test/reg_ridge_regression-preds-ml4h-exp1-24to48h-regression-ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens.pkl,a195ced36d13fced9a13b828130dd0907483f0501b567b86ffacfc1fad336d81
