experiment,config_id,config_label,backbone,seed,model_loc,model_stem,data_version,test_cohort_rows,quantizer,anchoring,fusion,fused,representation,temporal,data_format,source
exp1,meds_deciles_none_fusedFalse_discrete_time_tokens,Decile population (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s42-hp-deciles_none_unfused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s42-hp-deciles_none_unfused_time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp1,meds_deciles_none_fusedTrue_discrete_time_tokens,Decile population (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s42-hp-deciles_none_fused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s42-hp-deciles_none_fused_time_tokens,deciles_none_fused_time_tokens_first_24h,85057,deciles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedFalse_discrete_time_tokens,Ventile population (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s42-hp-ventiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s42-hp-ventiles_none_unfused_time_tokens,ventiles_none_unfused_time_tokens_first_24h,85057,ventiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedTrue_discrete_time_tokens,Ventile population (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s42-hp-ventiles_none_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s42-hp-ventiles_none_fused_time_tokens,ventiles_none_fused_time_tokens_first_24h,85057,ventiles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens,Ventile clinical (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s42-hp-ventiles_5-10-5_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s42-hp-ventiles_5-10-5_unfused_time_tokens,ventiles_5-10-5_unfused_time_tokens_first_24h,85057,ventiles,5-10-5,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens,Ventile clinical (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s42-hp-ventiles_5-10-5_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s42-hp-ventiles_5-10-5_fused_time_tokens,ventiles_5-10-5_fused_time_tokens_first_24h,85057,ventiles,5-10-5,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedFalse_discrete_time_tokens,Trentile population (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s42-hp-trentiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s42-hp-trentiles_none_unfused_time_tokens,trentiles_none_unfused_time_tokens_first_24h,85057,trentiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedTrue_discrete_time_tokens,Trentile population (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s42-hp-trentiles_none_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s42-hp-trentiles_none_fused_time_tokens,trentiles_none_fused_time_tokens_first_24h,85057,trentiles,none,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens,Trentile clinical (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s42-hp-trentiles_10-10-10_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s42-hp-trentiles_10-10-10_unfused_time_tokens,trentiles_10-10-10_unfused_time_tokens_first_24h,85057,trentiles,10-10-10,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens,Trentile clinical (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s42-hp-trentiles_10-10-10_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s42-hp-trentiles_10-10-10_fused_time_tokens,trentiles_10-10-10_fused_time_tokens_first_24h,85057,trentiles,10-10-10,fused,True,discrete,time_tokens,,
exp1,meds_centiles_none_fusedFalse_discrete_time_tokens,Centile population (U),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s42-hp-centiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s42-hp-centiles_none_unfused_time_tokens,centiles_none_unfused_time_tokens_first_24h,85057,centiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s42-hp-centiles_none_fused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s42-hp-centiles_none_fused_time_tokens,centiles_none_fused_time_tokens_first_24h,85057,centiles,none,fused,True,discrete,time_tokens,,
exp1,meds_deciles_none_fusedFalse_discrete_time_tokens,Decile population (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s43-hp-deciles_none_unfused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s43-hp-deciles_none_unfused_time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp1,meds_deciles_none_fusedTrue_discrete_time_tokens,Decile population (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s43-hp-deciles_none_fused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s43-hp-deciles_none_fused_time_tokens,deciles_none_fused_time_tokens_first_24h,85057,deciles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedFalse_discrete_time_tokens,Ventile population (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s43-hp-ventiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s43-hp-ventiles_none_unfused_time_tokens,ventiles_none_unfused_time_tokens_first_24h,85057,ventiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedTrue_discrete_time_tokens,Ventile population (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s43-hp-ventiles_none_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s43-hp-ventiles_none_fused_time_tokens,ventiles_none_fused_time_tokens_first_24h,85057,ventiles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens,Ventile clinical (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s43-hp-ventiles_5-10-5_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s43-hp-ventiles_5-10-5_unfused_time_tokens,ventiles_5-10-5_unfused_time_tokens_first_24h,85057,ventiles,5-10-5,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens,Ventile clinical (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s43-hp-ventiles_5-10-5_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s43-hp-ventiles_5-10-5_fused_time_tokens,ventiles_5-10-5_fused_time_tokens_first_24h,85057,ventiles,5-10-5,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedFalse_discrete_time_tokens,Trentile population (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s43-hp-trentiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s43-hp-trentiles_none_unfused_time_tokens,trentiles_none_unfused_time_tokens_first_24h,85057,trentiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedTrue_discrete_time_tokens,Trentile population (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s43-hp-trentiles_none_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s43-hp-trentiles_none_fused_time_tokens,trentiles_none_fused_time_tokens_first_24h,85057,trentiles,none,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens,Trentile clinical (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s43-hp-trentiles_10-10-10_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s43-hp-trentiles_10-10-10_unfused_time_tokens,trentiles_10-10-10_unfused_time_tokens_first_24h,85057,trentiles,10-10-10,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens,Trentile clinical (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s43-hp-trentiles_10-10-10_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s43-hp-trentiles_10-10-10_fused_time_tokens,trentiles_10-10-10_fused_time_tokens_first_24h,85057,trentiles,10-10-10,fused,True,discrete,time_tokens,,
exp1,meds_centiles_none_fusedFalse_discrete_time_tokens,Centile population (U),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s43-hp-centiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s43-hp-centiles_none_unfused_time_tokens,centiles_none_unfused_time_tokens_first_24h,85057,centiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s43-hp-centiles_none_fused_time_tokens,centiles_none_fused_time_tokens_first_24h,85057,centiles,none,fused,True,discrete,time_tokens,,
exp1,meds_deciles_none_fusedFalse_discrete_time_tokens,Decile population (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s44-hp-deciles_none_unfused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s44-hp-deciles_none_unfused_time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp1,meds_deciles_none_fusedTrue_discrete_time_tokens,Decile population (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s44-hp-deciles_none_fused_time_tokens,ml4h_llama_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s44-hp-deciles_none_fused_time_tokens,deciles_none_fused_time_tokens_first_24h,85057,deciles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedFalse_discrete_time_tokens,Ventile population (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s44-hp-ventiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s44-hp-ventiles_none_unfused_time_tokens,ventiles_none_unfused_time_tokens_first_24h,85057,ventiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedTrue_discrete_time_tokens,Ventile population (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s44-hp-ventiles_none_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s44-hp-ventiles_none_fused_time_tokens,ventiles_none_fused_time_tokens_first_24h,85057,ventiles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens,Ventile clinical (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s44-hp-ventiles_5-10-5_unfused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s44-hp-ventiles_5-10-5_unfused_time_tokens,ventiles_5-10-5_unfused_time_tokens_first_24h,85057,ventiles,5-10-5,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens,Ventile clinical (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s44-hp-ventiles_5-10-5_fused_time_tokens,ml4h_llama_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s44-hp-ventiles_5-10-5_fused_time_tokens,ventiles_5-10-5_fused_time_tokens_first_24h,85057,ventiles,5-10-5,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedFalse_discrete_time_tokens,Trentile population (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s44-hp-trentiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s44-hp-trentiles_none_unfused_time_tokens,trentiles_none_unfused_time_tokens_first_24h,85057,trentiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedTrue_discrete_time_tokens,Trentile population (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s44-hp-trentiles_none_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s44-hp-trentiles_none_fused_time_tokens,trentiles_none_fused_time_tokens_first_24h,85057,trentiles,none,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens,Trentile clinical (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s44-hp-trentiles_10-10-10_unfused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s44-hp-trentiles_10-10-10_unfused_time_tokens,trentiles_10-10-10_unfused_time_tokens_first_24h,85057,trentiles,10-10-10,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens,Trentile clinical (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s44-hp-trentiles_10-10-10_fused_time_tokens,ml4h_llama_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s44-hp-trentiles_10-10-10_fused_time_tokens,trentiles_10-10-10_fused_time_tokens_first_24h,85057,trentiles,10-10-10,fused,True,discrete,time_tokens,,
exp1,meds_centiles_none_fusedFalse_discrete_time_tokens,Centile population (U),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s44-hp-centiles_none_unfused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s44-hp-centiles_none_unfused_time_tokens,centiles_none_unfused_time_tokens_first_24h,85057,centiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s44-hp-centiles_none_fused_time_tokens,ml4h_llama_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s44-hp-centiles_none_fused_time_tokens,centiles_none_fused_time_tokens_first_24h,85057,centiles,none,fused,True,discrete,time_tokens,,
exp1,meds_deciles_none_fusedFalse_discrete_time_tokens,Decile population (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s42-hp-deciles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s42-hp-deciles_none_unfused_time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp1,meds_deciles_none_fusedTrue_discrete_time_tokens,Decile population (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s42-hp-deciles_none_fused_time_tokens,ml4h_qwen_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s42-hp-deciles_none_fused_time_tokens,deciles_none_fused_time_tokens_first_24h,85057,deciles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedFalse_discrete_time_tokens,Ventile population (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s42-hp-ventiles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s42-hp-ventiles_none_unfused_time_tokens,ventiles_none_unfused_time_tokens_first_24h,85057,ventiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedTrue_discrete_time_tokens,Ventile population (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s42-hp-ventiles_none_fused_time_tokens,ml4h_qwen_exp1_meds_ventiles_none_fusedTrue_discrete_time_tokens-s42-hp-ventiles_none_fused_time_tokens,ventiles_none_fused_time_tokens_first_24h,85057,ventiles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens,Ventile clinical (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s42-hp-ventiles_5-10-5_unfused_time_tokens,ml4h_qwen_exp1_meds_ventiles_5-10-5_fusedFalse_discrete_time_tokens-s42-hp-ventiles_5-10-5_unfused_time_tokens,ventiles_5-10-5_unfused_time_tokens_first_24h,85057,ventiles,5-10-5,unfused,False,discrete,time_tokens,,
exp1,meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens,Ventile clinical (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s42-hp-ventiles_5-10-5_fused_time_tokens,ml4h_qwen_exp1_meds_ventiles_5-10-5_fusedTrue_discrete_time_tokens-s42-hp-ventiles_5-10-5_fused_time_tokens,ventiles_5-10-5_fused_time_tokens_first_24h,85057,ventiles,5-10-5,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedFalse_discrete_time_tokens,Trentile population (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s42-hp-trentiles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_trentiles_none_fusedFalse_discrete_time_tokens-s42-hp-trentiles_none_unfused_time_tokens,trentiles_none_unfused_time_tokens_first_24h,85057,trentiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_none_fusedTrue_discrete_time_tokens,Trentile population (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s42-hp-trentiles_none_fused_time_tokens,ml4h_qwen_exp1_meds_trentiles_none_fusedTrue_discrete_time_tokens-s42-hp-trentiles_none_fused_time_tokens,trentiles_none_fused_time_tokens_first_24h,85057,trentiles,none,fused,True,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens,Trentile clinical (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s42-hp-trentiles_10-10-10_unfused_time_tokens,ml4h_qwen_exp1_meds_trentiles_10-10-10_fusedFalse_discrete_time_tokens-s42-hp-trentiles_10-10-10_unfused_time_tokens,trentiles_10-10-10_unfused_time_tokens_first_24h,85057,trentiles,10-10-10,unfused,False,discrete,time_tokens,,
exp1,meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens,Trentile clinical (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s42-hp-trentiles_10-10-10_fused_time_tokens,ml4h_qwen_exp1_meds_trentiles_10-10-10_fusedTrue_discrete_time_tokens-s42-hp-trentiles_10-10-10_fused_time_tokens,trentiles_10-10-10_fused_time_tokens_first_24h,85057,trentiles,10-10-10,fused,True,discrete,time_tokens,,
exp1,meds_centiles_none_fusedFalse_discrete_time_tokens,Centile population (U),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s42-hp-centiles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_centiles_none_fusedFalse_discrete_time_tokens-s42-hp-centiles_none_unfused_time_tokens,centiles_none_unfused_time_tokens_first_24h,85057,centiles,none,unfused,False,discrete,time_tokens,,
exp1,meds_centiles_none_fusedTrue_discrete_time_tokens,Centile population (F),qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s42-hp-centiles_none_fused_time_tokens,ml4h_qwen_exp1_meds_centiles_none_fusedTrue_discrete_time_tokens-s42-hp-centiles_none_fused_time_tokens,centiles_none_fused_time_tokens_first_24h,85057,centiles,none,fused,True,discrete,time_tokens,,
exp1,meds_deciles_none_fusedFalse_discrete_time_tokens,Decile population (U),qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s43-hp-deciles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_deciles_none_fusedFalse_discrete_time_tokens-s43-hp-deciles_none_unfused_time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp1,meds_deciles_none_fusedTrue_discrete_time_tokens,Decile population (F),qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s43-hp-deciles_none_fused_time_tokens,ml4h_qwen_exp1_meds_deciles_none_fusedTrue_discrete_time_tokens-s43-hp-deciles_none_fused_time_tokens,deciles_none_fused_time_tokens_first_24h,85057,deciles,none,fused,True,discrete,time_tokens,,
exp1,meds_ventiles_none_fusedFalse_discrete_time_tokens,Ventile population (U),qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s43-hp-ventiles_none_unfused_time_tokens,ml4h_qwen_exp1_meds_ventiles_none_fusedFalse_discrete_time_tokens-s43-hp-ventiles_none_unfused_time_tokens,ventiles_none_unfused_time_tokens_first_24h,85057,ventiles,none,unfused,False,discrete,time_tokens,,
