experiment,config_id,config_label,backbone,seed,model_loc,model_stem,data_version,test_cohort_rows,quantizer,anchoring,fusion,fused,representation,temporal,data_format,source
exp2,meds_deciles_none_fusedFalse_discrete_event_order,Discrete · Event order,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s42/model-discrete-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s42-model-discrete-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,event_order,,
exp2,meds_deciles_none_fusedFalse_discrete_time_tokens,Discrete · Time tokens,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s42/model-discrete-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s42-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp2,meds_deciles_none_fusedFalse_discrete_time_rope,Discrete · Time RoPE,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42/model-discrete-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s42-model-discrete-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,time_rope,,
exp2,meds_deciles_none_fusedFalse_soft_event_order,Soft · Event order,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s42/model-soft-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s42-model-soft-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,event_order,,
exp2,meds_deciles_none_fusedFalse_soft_time_tokens,Soft · Time tokens,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s42/model-soft-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s42-model-soft-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,soft,time_tokens,,
exp2,meds_deciles_none_fusedFalse_soft_time_rope,Soft · Time RoPE,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s42/model-soft-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s42-model-soft-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_event_order,xVal · Event order,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s42/model-xval-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s42-model-xval-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_time_tokens,xVal · Time tokens,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s42/model-xval-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s42-model-xval-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_time_rope,xVal · Time RoPE,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s42/model-xval-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s42-model-xval-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_affine_event_order,xVal-affine · Event order,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s42/model-xval_affine-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s42-model-xval_affine-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_tokens,xVal-affine · Time tokens,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s42/model-xval_affine-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s42-model-xval_affine-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_rope,xVal-affine · Time RoPE,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s42/model-xval_affine-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s42-model-xval_affine-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_rope,,
exp2,meds_deciles_none_fusedFalse_discrete_event_order,Discrete · Event order,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s43/model-discrete-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s43-model-discrete-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,event_order,,
exp2,meds_deciles_none_fusedFalse_discrete_time_tokens,Discrete · Time tokens,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s43/model-discrete-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s43-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp2,meds_deciles_none_fusedFalse_discrete_time_rope,Discrete · Time RoPE,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s43/model-discrete-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s43-model-discrete-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,time_rope,,
exp2,meds_deciles_none_fusedFalse_soft_event_order,Soft · Event order,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s43/model-soft-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s43-model-soft-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,event_order,,
exp2,meds_deciles_none_fusedFalse_soft_time_tokens,Soft · Time tokens,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s43/model-soft-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s43-model-soft-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,soft,time_tokens,,
exp2,meds_deciles_none_fusedFalse_soft_time_rope,Soft · Time RoPE,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s43/model-soft-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s43-model-soft-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_event_order,xVal · Event order,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s43/model-xval-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s43-model-xval-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_time_tokens,xVal · Time tokens,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s43/model-xval-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s43-model-xval-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_time_rope,xVal · Time RoPE,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s43/model-xval-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s43-model-xval-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_affine_event_order,xVal-affine · Event order,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s43/model-xval_affine-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s43-model-xval_affine-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_tokens,xVal-affine · Time tokens,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s43/model-xval_affine-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s43-model-xval_affine-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_rope,xVal-affine · Time RoPE,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s43/model-xval_affine-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s43-model-xval_affine-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_rope,,
exp2,meds_deciles_none_fusedFalse_discrete_event_order,Discrete · Event order,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s44/model-discrete-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_event_order-discrete-event_order-s44-model-discrete-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,event_order,,
exp2,meds_deciles_none_fusedFalse_discrete_time_tokens,Discrete · Time tokens,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s44/model-discrete-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_tokens-discrete-time_tokens-s44-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,discrete,time_tokens,,
exp2,meds_deciles_none_fusedFalse_discrete_time_rope,Discrete · Time RoPE,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s44/model-discrete-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_discrete_time_rope-discrete-time_rope-s44-model-discrete-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,discrete,time_rope,,
exp2,meds_deciles_none_fusedFalse_soft_event_order,Soft · Event order,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s44/model-soft-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_event_order-soft-event_order-s44-model-soft-event_order,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,event_order,,
exp2,meds_deciles_none_fusedFalse_soft_time_tokens,Soft · Time tokens,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s44/model-soft-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_tokens-soft-time_tokens-s44-model-soft-time_tokens,deciles_none_unfused_time_tokens_first_24h,85057,deciles,none,unfused,False,soft,time_tokens,,
exp2,meds_deciles_none_fusedFalse_soft_time_rope,Soft · Time RoPE,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s44/model-soft-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_soft_time_rope-soft-time_rope-s44-model-soft-time_rope,deciles_none_unfused_time_rope_first_24h,85057,deciles,none,unfused,False,soft,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_event_order,xVal · Event order,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s44/model-xval-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_event_order-xval-event_order-s44-model-xval-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_time_tokens,xVal · Time tokens,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s44/model-xval-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_tokens-xval-time_tokens-s44-model-xval-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_time_rope,xVal · Time RoPE,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s44/model-xval-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_time_rope-xval-time_rope-s44-model-xval-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval,time_rope,,
exp2,meds_deciles_none_fusedFalse_xval_affine_event_order,xVal-affine · Event order,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s44/model-xval_affine-event_order,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_event_order-xval_affine-event_order-s44-model-xval_affine-event_order,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,event_order,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_tokens,xVal-affine · Time tokens,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s44/model-xval_affine-time_tokens,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_tokens-xval_affine-time_tokens-s44-model-xval_affine-time_tokens,deciles_none_unfused_time_tokens_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_tokens,,
exp2,meds_deciles_none_fusedFalse_xval_affine_time_rope,xVal-affine · Time RoPE,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s44/model-xval_affine-time_rope,ml4h_qwen_exp2_meds_deciles_none_fusedFalse_xval_affine_time_rope-xval_affine-time_rope-s44-model-xval_affine-time_rope,deciles_none_unfused_time_rope_numencxval_first_24h,85057,deciles,none,unfused,False,xval_affine,time_rope,,
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s42/model-discrete-time_tokens,ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s42-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,llama,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_clif-discrete-time_tokens-s42/model-discrete-time_tokens,ml4h_llama_exp3_meds_clif-discrete-time_tokens-s42-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s43/model-discrete-time_tokens,ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s43-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,llama,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_clif-discrete-time_tokens-s43/model-discrete-time_tokens,ml4h_llama_exp3_meds_clif-discrete-time_tokens-s43-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s44/model-discrete-time_tokens,ml4h_llama_exp3_meds_icu_native-discrete-time_tokens-s44-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,llama,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_llama_exp3_meds_clif-discrete-time_tokens-s44/model-discrete-time_tokens,ml4h_llama_exp3_meds_clif-discrete-time_tokens-s44-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s42/model-discrete-time_tokens,ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s42-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,qwen,42,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s42/model-discrete-time_tokens,ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s42-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s43/model-discrete-time_tokens,ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s43-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,qwen,43,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s43/model-discrete-time_tokens,ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s43-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
exp3,meds_icu_deciles_none_fusedFalse_discrete_time_tokens,Native MIMIC,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s44/model-discrete-time_tokens,ml4h_qwen_exp3_meds_icu_native-discrete-time_tokens-s44-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_icu,Native MIMIC
exp3,meds_clif_deciles_none_fusedFalse_discrete_time_tokens,CLIF harmonized,qwen,44,/gpfs/data/bbj-lab/users/daniel/input-representation-benchmark/outputs/runs/ml4h_2026/models/ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s44/model-discrete-time_tokens,ml4h_qwen_exp3_meds_clif-discrete-time_tokens-s44-model-discrete-time_tokens,deciles_none_unfused_time_tokens_first_24h,16529,deciles,none,unfused,False,discrete,time_tokens,meds_clif,CLIF harmonized
