family_name,task_type,outcome,metric,higher_is_better,handle0,handle1,n_eval_common,alignment_mode,metric0,metric1,delta_raw,delta_better,delta_ci_lo_raw,delta_ci_hi_raw,delta_ci_lo_better,delta_ci_hi_better,p_raw,p_adj
exp3_primary_binary,classification,imv_event,roc_auc,True,meds,freqmatched,2189,hospitalization_id,0.8978714851750473,0.8981777463009397,0.00030626112589238197,0.00030626112589238197,-0.008214744262332674,0.00866242340508888,-0.008214744262332674,0.00866242340508888,0.9440279860069966,0.9685157421289355
exp3_primary_binary,classification,imv_event,pr_auc,True,meds,freqmatched,2189,hospitalization_id,0.7632052097189505,0.7845000626122655,0.02129485289331501,0.02129485289331501,0.0018814120595098988,0.0389475110590296,0.0018814120595098988,0.0389475110590296,0.0384807596201899,0.1539230384807596
exp3_primary_binary,classification,imv_event,brier,False,meds,freqmatched,2189,hospitalization_id,0.10932612569774319,0.10712974007458795,-0.0021963856231552448,0.0021963856231552448,-0.006361204714386132,0.002158584407710868,-0.002158584407710868,0.006361204714386132,0.3243378310844578,0.6536731634182908
exp3_primary_binary,classification,imv_event,ece_15,False,meds,freqmatched,2189,hospitalization_id,0.021258184676799484,0.015093313553403945,-0.006164871123395539,0.006164871123395539,-0.018558627471160088,0.012177084611632355,-0.012177084611632355,0.018558627471160088,0.30434782608695654,0.9155422288855574
exp3_primary_binary,classification,imv_event,roc_auc,True,meds,mapped,2189,hospitalization_id,0.8978714851750473,0.8963210382252169,-0.0015504469498304196,-0.0015504469498304196,-0.009611050626345558,0.005947226455851847,-0.009611050626345558,0.005947226455851847,0.7031484257871065,0.9685157421289355
exp3_primary_binary,classification,imv_event,pr_auc,True,meds,mapped,2189,hospitalization_id,0.7632052097189505,0.7817257010943928,0.018520491375442316,0.018520491375442316,-0.004081945141773574,0.038736450803575476,-0.004081945141773574,0.038736450803575476,0.11444277861069466,0.22888555722138934
exp3_primary_binary,classification,imv_event,brier,False,meds,mapped,2189,hospitalization_id,0.10932612569774319,0.10897276658164834,-0.0003533591160948535,0.0003533591160948535,-0.004452745649651001,0.004019786366255644,-0.004019786366255644,0.004452745649651001,0.8620689655172413,0.9360319840079961
exp3_primary_binary,classification,imv_event,ece_15,False,meds,mapped,2189,hospitalization_id,0.021258184676799484,0.017170653200348992,-0.004087531476450492,0.004087531476450492,-0.01530689842349034,0.011302510984736702,-0.011302510984736702,0.01530689842349034,0.6016991504247876,0.9155422288855574
exp3_primary_binary,classification,imv_event,roc_auc,True,meds,randomized,2189,hospitalization_id,0.8978714851750473,0.9029343644124572,0.00506287923740989,0.00506287923740989,-0.0029556867709703864,0.012858039718024315,-0.0029556867709703864,0.012858039718024315,0.20739630184907545,0.49775112443778113
exp3_primary_binary,classification,imv_event,pr_auc,True,meds,randomized,2189,hospitalization_id,0.7632052097189505,0.7984047804787956,0.035199570759845145,0.035199570759845145,0.010278744532743883,0.05675380871524396,0.010278744532743883,0.05675380871524396,0.0029985007496251873,0.035982008995502246
