family_name,task_type,outcome,metric,higher_is_better,handle0,handle1,n_eval_common,alignment_mode,metric0,metric1,delta_raw,delta_better,delta_ci_lo_raw,delta_ci_hi_raw,delta_ci_lo_better,delta_ci_hi_better,p_raw,p_adj
exp3_additional_binary,classification,crrt_initiation,roc_auc,True,meds,mapped,2424,hospitalization_id,0.8334407547522301,0.8298071084956331,-0.003633646256597012,-0.003633646256597012,-0.04974330927355466,0.04448679162338935,-0.04974330927355466,0.04448679162338935,0.8820589705147426,0.9355322338830585
exp3_additional_binary,classification,crrt_initiation,pr_auc,True,meds,mapped,2424,hospitalization_id,0.11412410797127077,0.13596536373616355,0.021841255764892778,0.021841255764892778,-0.03200134644677286,0.09126750797075318,-0.03200134644677286,0.09126750797075318,0.4002998500749625,0.7212757257734769
exp3_additional_binary,classification,crrt_initiation,brier,False,meds,mapped,2424,hospitalization_id,0.018740754340182596,0.01860058316549441,-0.0001401711746881855,0.0001401711746881855,-0.0016160707214407893,0.0012314466564581344,-0.0012314466564581344,0.0016160707214407893,0.8520739630184908,0.9505247376311845
exp3_additional_binary,classification,crrt_initiation,ece_15,False,meds,mapped,2424,hospitalization_id,0.01350700631378705,0.013815543926415465,0.00030853761262841436,-0.00030853761262841436,-0.0034693789445713937,0.005466403004533454,-0.005466403004533454,0.0034693789445713937,0.8810594702648675,0.991191904047976
exp3_additional_binary,classification,crrt_initiation,roc_auc,True,meds,randomized,2424,hospitalization_id,0.8334407547522301,0.8142169912661716,-0.019223763486058476,-0.019223763486058476,-0.06274679797180582,0.019925370901598148,-0.06274679797180582,0.019925370901598148,0.3733133433283358,0.6435872972604607
exp3_additional_binary,classification,crrt_initiation,pr_auc,True,meds,randomized,2424,hospitalization_id,0.11412410797127077,0.14445844711093292,0.030334339139662145,0.030334339139662145,-0.03462285598643857,0.12360165812374853,-0.03462285598643857,0.12360165812374853,0.3308345827086457,0.7005908810300732
exp3_additional_binary,classification,crrt_initiation,brier,False,meds,randomized,2424,hospitalization_id,0.018740754340182596,0.018212216839830223,-0.0005285375003523732,0.0005285375003523732,-0.001996479316429346,0.0008712354998241549,-0.0008712354998241549,0.001996479316429346,0.48375812093953025,0.9202398800599699
exp3_additional_binary,classification,crrt_initiation,ece_15,False,meds,randomized,2424,hospitalization_id,0.01350700631378705,0.01545756570968068,0.0019505593958936297,-0.0019505593958936297,-0.0020483251457420765,0.0066328098636104,-0.0066328098636104,0.0020483251457420765,0.27936031984008,0.6752623688155921
exp3_additional_binary,classification,crrt_initiation,roc_auc,True,meds,freqmatched,2424,hospitalization_id,0.8334407547522301,0.8111438045864277,-0.022296950165802465,-0.022296950165802465,-0.0717249577410643,0.02955782835344499,-0.0717249577410643,0.02955782835344499,0.3933033483258371,0.6435872972604607
exp3_additional_binary,classification,crrt_initiation,pr_auc,True,meds,freqmatched,2424,hospitalization_id,0.11412410797127077,0.11959846764836113,0.005474359677090354,0.005474359677090354,-0.05322340641470116,0.06547992170992,-0.05322340641470116,0.06547992170992,0.847576211894053,0.9312990563541759
exp3_additional_binary,classification,crrt_initiation,brier,False,meds,freqmatched,2424,hospitalization_id,0.018740754340182596,0.018815028833182125,7.427449299952926e-05,-7.427449299952926e-05,-0.0012958846002011344,0.0014343508932683306,-0.0014343508932683306,0.0012958846002011344,0.9060469765117442,0.9505247376311845
exp3_additional_binary,classification,crrt_initiation,ece_15,False,meds,freqmatched,2424,hospitalization_id,0.01350700631378705,0.0162898844716399,0.002782878157852848,-0.002782878157852848,-0.002849035282422028,0.006689198099797887,-0.006689198099797887,0.002849035282422028,0.15892053973013492,0.5203552070118787
exp3_additional_binary,classification,hemodialysis_initiation,roc_auc,True,meds,mapped,2401,hospitalization_id,0.8458426936243046,0.8145057766367138,-0.03133691698759089,-0.03133691698759089,-0.0767145103788994,0.013255026380131433,-0.0767145103788994,0.013255026380131433,0.16041979010494753,0.5883058470764617
exp3_additional_binary,classification,hemodialysis_initiation,pr_auc,True,meds,mapped,2401,hospitalization_id,0.13441280448874052,0.1104849687260383,-0.023927835762702215,-0.023927835762702215,-0.07927815473051225,0.02136279664036132,-0.07927815473051225,0.02136279664036132,0.28285857071464265,0.7005908810300732
exp3_additional_binary,classification,hemodialysis_initiation,brier,False,meds,mapped,2401,hospitalization_id,0.025583355491131637,0.02627925097299805,0.0006958954818664133,-0.0006958954818664133,-0.0009146116407620753,0.002345121618485997,-0.002345121618485997,0.0009146116407620753,0.4057971014492754,0.9202398800599699
exp3_additional_binary,classification,hemodialysis_initiation,ece_15,False,meds,mapped,2401,hospitalization_id,0.010125292623501179,0.013991846006777928,0.003866553383276749,-0.003866553383276749,-0.003395101291823524,0.009456001867014783,-0.009456001867014783,0.003395101291823524,0.18790604697651175,0.5203552070118787
exp3_additional_binary,classification,hemodialysis_initiation,roc_auc,True,meds,randomized,2401,hospitalization_id,0.8458426936243046,0.8521675759520754,0.006324882327770731,0.006324882327770731,-0.034577271682046745,0.04254555859493361,-0.034577271682046745,0.04254555859493361,0.7381309345327336,0.9091454272863567
exp3_additional_binary,classification,hemodialysis_initiation,pr_auc,True,meds,randomized,2401,hospitalization_id,0.13441280448874052,0.12993573881816528,-0.0044770656705752365,-0.0044770656705752365,-0.06210349643149784,0.041937111047997425,-0.06210349643149784,0.041937111047997425,0.856071964017991,0.9312990563541759
exp3_additional_binary,classification,hemodialysis_initiation,brier,False,meds,randomized,2401,hospitalization_id,0.025583355491131637,0.02563720435324979,5.3848862118153346e-05,-5.3848862118153346e-05,-0.0014494867740263992,0.0016055428677413308,-0.0016055428677413308,0.0014494867740263992,0.9505247376311844,0.9505247376311845
exp3_additional_binary,classification,hemodialysis_initiation,ece_15,False,meds,randomized,2401,hospitalization_id,0.010125292623501179,0.008643556582775092,-0.0014817360407260866,0.0014817360407260866,-0.006533159579523898,0.005682483235706224,-0.005682483235706224,0.006533159579523898,0.5912043978010995,0.8868065967016493
exp3_additional_binary,classification,hemodialysis_initiation,roc_auc,True,meds,freqmatched,2401,hospitalization_id,0.8458426936243046,0.8209777492511766,-0.02486494437312803,-0.02486494437312803,-0.06682131444282859,0.01682349887681725,-0.06682131444282859,0.01682349887681725,0.25687156421789104,0.6164286277913674
exp3_additional_binary,classification,hemodialysis_initiation,pr_auc,True,meds,freqmatched,2401,hospitalization_id,0.13441280448874052,0.14375911192395208,0.00934630743521156,0.00934630743521156,-0.04479505971256714,0.06696361328035048,-0.04479505971256714,0.06696361328035048,0.7301349325337332,0.9063743990073929
exp3_additional_binary,classification,hemodialysis_initiation,brier,False,meds,freqmatched,2401,hospitalization_id,0.025583355491131637,0.02523001249126852,-0.00035334299986311893,0.00035334299986311893,-0.002060643618035809,0.0013648502680218002,-0.0013648502680218002,0.002060643618035809,0.6751624187906047,0.9505247376311845
exp3_additional_binary,classification,hemodialysis_initiation,ece_15,False,meds,freqmatched,2401,hospitalization_id,0.010125292623501179,0.011125971549428057,0.0010006789259268782,-0.0010006789259268782,-0.004724937594231807,0.0077823874631495595,-0.0077823874631495595,0.004724937594231807,0.7101449275362319,0.9832775919732443
exp3_additional_binary,classification,hyperkalemia,roc_auc,True,meds,mapped,2291,hospitalization_id,0.6514372566796437,0.6940003199829342,0.042563063303290516,0.042563063303290516,-0.00797805596984657,0.09090589875669866,-0.00797805596984657,0.09090589875669866,0.12243878060969515,0.5509745127436282
exp3_additional_binary,classification,hyperkalemia,pr_auc,True,meds,mapped,2291,hospitalization_id,0.06286466327647879,0.07197432683519761,0.009109663558718825,0.009109663558718825,-0.0071420158823370765,0.025962729878672083,-0.0071420158823370765,0.025962729878672083,0.22488755622188905,0.7005908810300732
exp3_additional_binary,classification,hyperkalemia,brier,False,meds,mapped,2291,hospitalization_id,0.03756794065933476,0.035875287908342,-0.0016926527509927639,0.0016926527509927639,-0.0029009801550437813,-0.0006031365710423654,0.0006031365710423654,0.0029009801550437813,0.0014992503748125937,0.017991004497751123
exp3_additional_binary,classification,hyperkalemia,ece_15,False,meds,mapped,2291,hospitalization_id,0.022931934229421067,0.016405092437762097,-0.0065268417916589695,0.0065268417916589695,-0.013164696550345413,0.0016944921511262388,-0.0016944921511262388,0.013164696550345413,0.06346826586706647,0.44377811094452774
exp3_additional_binary,classification,hyperkalemia,roc_auc,True,meds,randomized,2291,hospitalization_id,0.6514372566796437,0.7079995733560877,0.05656231667644396,0.05656231667644396,0.0032283949249754056,0.10879743449787734,0.0032283949249754056,0.10879743449787734,0.054972513743128434,0.5243092739344614
exp3_additional_binary,classification,hyperkalemia,pr_auc,True,meds,randomized,2291,hospitalization_id,0.06286466327647879,0.09582010476613345,0.032955441489654666,0.032955441489654666,0.006884737003197988,0.07803009334361119,0.006884737003197988,0.07803009334361119,0.0004997501249375312,0.017991004497751123
exp3_additional_binary,classification,hyperkalemia,brier,False,meds,randomized,2291,hospitalization_id,0.03756794065933476,0.035065187705394144,-0.002502752953940618,0.002502752953940618,-0.003832356085230278,-0.0013278760568040651,0.0013278760568040651,0.003832356085230278,0.0004997501249375312,0.008995502248875561
exp3_additional_binary,classification,hyperkalemia,ece_15,False,meds,randomized,2291,hospitalization_id,0.022931934229421067,0.014135076653234756,-0.00879685757618631,0.00879685757618631,-0.01414347401863524,0.0009393080693894455,-0.0009393080693894455,0.01414347401863524,0.01249375312343828,0.28785607196401797
exp3_additional_binary,classification,hyperkalemia,roc_auc,True,meds,freqmatched,2291,hospitalization_id,0.6514372566796437,0.6561090075195989,0.004671750839955191,0.004671750839955191,-0.050826589490825,0.059432013027621036,-0.050826589490825,0.059432013027621036,0.8655672163918041,0.9355322338830585
exp3_additional_binary,classification,hyperkalemia,pr_auc,True,meds,freqmatched,2291,hospitalization_id,0.06286466327647879,0.07086946015503902,0.008004796878560233,0.008004796878560233,-0.013437442215861682,0.043945857067686576,-0.013437442215861682,0.043945857067686576,0.4407796101949025,0.7212757257734769
exp3_additional_binary,classification,hyperkalemia,brier,False,meds,freqmatched,2291,hospitalization_id,0.03756794065933476,0.03603602617763004,-0.00153191448170472,0.00153191448170472,-0.0029481759420953036,-0.00017808566931087888,0.00017808566931087888,0.0029481759420953036,0.017491254372813594,0.15742128935532235
exp3_additional_binary,classification,hyperkalemia,ece_15,False,meds,freqmatched,2291,hospitalization_id,0.022931934229421067,0.018692717048072058,-0.004239217181349009,0.004239217181349009,-0.011269614851187448,0.004355196386930514,-0.004355196386930514,0.011269614851187448,0.30434782608695654,0.6847826086956522
exp3_additional_binary,classification,hypoglycemia,roc_auc,True,meds,mapped,2333,hospitalization_id,0.7494001933026323,0.7250497470009666,-0.024350446301665718,-0.024350446301665718,-0.07142896955862969,0.026453863019029276,-0.07142896955862969,0.026453863019029276,0.32033983008495753,0.6164286277913674
exp3_additional_binary,classification,hypoglycemia,pr_auc,True,meds,mapped,2333,hospitalization_id,0.0886806111623535,0.06876994006791351,-0.01991067109443999,-0.01991067109443999,-0.04848083683883408,6.217543203842695e-05,-0.04848083683883408,6.217543203842695e-05,0.04397801099450275,0.7005908810300732
exp3_additional_binary,classification,hypoglycemia,brier,False,meds,mapped,2333,hospitalization_id,0.03218071302034418,0.03314888518893665,0.0009681721685924696,-0.0009681721685924696,3.2441329256791e-05,0.0019187358900866803,-0.0019187358900866803,-3.2441329256791e-05,0.049475262368815595,0.3562218890554723
exp3_additional_binary,classification,hypoglycemia,ece_15,False,meds,mapped,2333,hospitalization_id,0.013996770788985615,0.014595065059656423,0.0005982942706708079,-0.0005982942706708079,-0.006422790551679933,0.009076362270743184,-0.009076362270743184,0.006422790551679933,0.8610694652673663,0.991191904047976
exp3_additional_binary,classification,hypoglycemia,roc_auc,True,meds,randomized,2333,hospitalization_id,0.7494001933026323,0.7119392802319631,-0.03746091307066923,-0.03746091307066923,-0.0802814310903306,0.007591558769397152,-0.0802814310903306,0.007591558769397152,0.09845077461269365,0.5243092739344614
exp3_additional_binary,classification,hypoglycemia,pr_auc,True,meds,randomized,2333,hospitalization_id,0.0886806111623535,0.0796643935652725,-0.009016217597081003,-0.009016217597081003,-0.0349807121549934,0.0293710879113763,-0.0349807121549934,0.0293710879113763,0.4172913543228386,0.7212757257734769
exp3_additional_binary,classification,hypoglycemia,brier,False,meds,randomized,2333,hospitalization_id,0.03218071302034418,0.032351823615275235,0.0001711105949310579,-0.0001711105949310579,-0.0007625347319465698,0.0010769715235565515,-0.0010769715235565515,0.0007625347319465698,0.7116441779110445,0.9505247376311845
exp3_additional_binary,classification,hypoglycemia,ece_15,False,meds,randomized,2333,hospitalization_id,0.013996770788985615,0.013298079836924671,-0.000698690952060944,0.000698690952060944,-0.006502890817234905,0.007363780988309888,-0.007363780988309888,0.006502890817234905,0.816591704147926,0.991191904047976
exp3_additional_binary,classification,hypoglycemia,roc_auc,True,meds,freqmatched,2333,hospitalization_id,0.7494001933026323,0.7357325601228041,-0.01366763317982822,-0.01366763317982822,-0.0639242720073353,0.03827201936859284,-0.0639242720073353,0.03827201936859284,0.6116941529235382,0.7864639109016921
exp3_additional_binary,classification,hypoglycemia,pr_auc,True,meds,freqmatched,2333,hospitalization_id,0.0886806111623535,0.08345188278685692,-0.00522872837549658,-0.00522872837549658,-0.03450503084969379,0.01791813125571376,-0.03450503084969379,0.01791813125571376,0.688655672163918,0.9063743990073929
exp3_additional_binary,classification,hypoglycemia,brier,False,meds,freqmatched,2333,hospitalization_id,0.03218071302034418,0.03227883836981892,9.812534947474527e-05,-9.812534947474527e-05,-0.0008542882727478452,0.0011002998343443257,-0.0011002998343443257,0.0008542882727478452,0.8700649675162418,0.9505247376311845
exp3_additional_binary,classification,hypoglycemia,ece_15,False,meds,freqmatched,2333,hospitalization_id,0.013996770788985615,0.013354111345578241,-0.0006426594434073736,0.0006426594434073736,-0.008419590407943649,0.007308974377218558,-0.007308974377218558,0.008419590407943649,0.8510744627686156,0.991191904047976
exp3_additional_binary,classification,hypotension,roc_auc,True,meds,mapped,1088,hospitalization_id,0.7703815406976745,0.7718350290697674,0.0014534883720929148,0.0014534883720929148,-0.01747037746229585,0.019013744637948138,-0.01747037746229585,0.019013744637948138,0.8835582208895553,0.9355322338830585
exp3_additional_binary,classification,hypotension,pr_auc,True,meds,mapped,1088,hospitalization_id,0.8445622060076641,0.8428115330142778,-0.0017506729933862708,-0.0017506729933862708,-0.02459998417806694,0.01995676673107349,-0.02459998417806694,0.01995676673107349,0.8670664667666167,0.9312990563541759
exp3_additional_binary,classification,hypotension,brier,False,meds,mapped,1088,hospitalization_id,0.18662140206685804,0.18700138793678042,0.0003799858699223835,-0.0003799858699223835,-0.007224918803201353,0.008197118632807443,-0.008197118632807443,0.007224918803201353,0.9245377311344328,0.9505247376311845
exp3_additional_binary,classification,hypotension,ece_15,False,meds,mapped,1088,hospitalization_id,0.04932364079747338,0.05903592274479688,0.0097122819473235,-0.0097122819473235,-0.01835046161651503,0.026079267554290554,-0.026079267554290554,0.01835046161651503,0.2813593203398301,0.6752623688155921
exp3_additional_binary,classification,hypotension,roc_auc,True,meds,randomized,1088,hospitalization_id,0.7703815406976745,0.7785283430232558,0.008146802325581293,0.008146802325581293,-0.008745394395185088,0.02723431635366918,-0.008745394395185088,0.02723431635366918,0.383808095952024,0.6435872972604607
exp3_additional_binary,classification,hypotension,pr_auc,True,meds,randomized,1088,hospitalization_id,0.8445622060076641,0.8437908102529013,-0.0007713957547628159,-0.0007713957547628159,-0.0227933967472398,0.022138673853758742,-0.0227933967472398,0.022138673853758742,0.9410294852573713,0.9440279860069966
exp3_additional_binary,classification,hypotension,brier,False,meds,randomized,1088,hospitalization_id,0.18662140206685804,0.18330558158229904,-0.003315820484559001,0.003315820484559001,-0.011146414473468414,0.004096009372677995,-0.004096009372677995,0.011146414473468414,0.392303848075962,0.9202398800599699
exp3_additional_binary,classification,hypotension,ece_15,False,meds,randomized,1088,hospitalization_id,0.04932364079747338,0.06284041441465935,0.013516773617185965,-0.013516773617185965,-0.01711986778313837,0.028566584404769026,-0.028566584404769026,0.01711986778313837,0.1724137931034483,0.5203552070118787
exp3_additional_binary,classification,hypotension,roc_auc,True,meds,freqmatched,1088,hospitalization_id,0.7703815406976745,0.7818059593023257,0.011424418604651154,0.011424418604651154,-0.00811525796642571,0.03049403805765939,-0.00811525796642571,0.03049403805765939,0.22538730634682658,0.6164286277913674
exp3_additional_binary,classification,hypotension,pr_auc,True,meds,freqmatched,1088,hospitalization_id,0.8445622060076641,0.85834547439042,0.013783268382755898,0.013783268382755898,-0.00717008425024441,0.035234956457265466,-0.00717008425024441,0.035234956457265466,0.2048975512243878,0.7005908810300732
exp3_additional_binary,classification,hypotension,brier,False,meds,freqmatched,1088,hospitalization_id,0.18662140206685804,0.18384790861299039,-0.0027734934538676537,0.0027734934538676537,-0.010890267322726212,0.0050211726229811154,-0.0050211726229811154,0.010890267322726212,0.4817591204397801,0.9202398800599699
exp3_additional_binary,classification,hypotension,ece_15,False,meds,freqmatched,1088,hospitalization_id,0.04932364079747338,0.066126661995291,0.016803021197817625,-0.016803021197817625,-0.013506687345970577,0.035722995157015866,-0.035722995157015866,0.013506687345970577,0.09895052473763119,0.472263868065967
exp3_additional_binary,classification,profound_hyponatremia,roc_auc,True,meds,mapped,2331,hospitalization_id,0.6836118133053826,0.6054319008570195,-0.07817991244836309,-0.07817991244836309,-0.19651449843260183,0.05522788075573457,-0.19651449843260183,0.05522788075573457,0.22788605697151423,0.6164286277913674
